movie_name,genre,genre_count,is_sequel,is_adaptation,is_franchise,rating,runtime_minutes,director_has_hit,star_power,budget_tier,is_domestic,distributor,release_year,release_month,release_week,release_season,holiday_type,holiday_week,competition_index,is_covid_period,total_audience,log_total_audience
Replikalar,"Bilim-Kurgu, Suç, Gizem",3,0,0,0,3,107.0,0,3,2,0,ChF,2019,1,2,Winter,none,0,15,0,72407,11.19005825878298
Yalan Dolan,Komedi,1,0,0,0,2,84.0,1,1,1,1,TME,2019,3,9,Spring,none,0,8,0,71474,11.177089026186728
Asteriks: Sihirli İksirin Sırrı,Animasyon,1,0,1,1,1,85.0,1,1,2,0,Özen,2019,2,7,Winter,none,0,8,0,68847,11.13964193022272
Eltilerin Savaşı,Komedi,1,0,0,0,0,118.0,0,2,1,1,UIP,2020,1,5,Winter,none,0,27,0,3638553,15.107096633105405
Bayi Toplantısı,Komedi,1,0,0,0,0,115.0,1,2,1,1,CJ ENM,2020,2,8,Winter,none,0,25,0,1047163,13.861595160638885
Sıfır Bir,"Dram, Aksiyon",2,0,1,1,0,98.0,1,2,1,1,CGV Mars,2020,1,2,Winter,none,0,27,0,868734,13.674792258425352
Gamonya: Hayaller Ülkesi,Aile,1,0,0,0,0,103.0,0,1,1,1,CJ ENM,2020,1,2,Winter,none,0,27,0,808671,13.60314743841867
Türkler Geliyor: Adaletin Kılıcı,"Dram, Tarihi, Savaş, Aksiyon",4,0,0,0,0,125.0,0,1,2,1,CJ ENM,2020,1,3,Winter,none,0,27,0,506524,13.135326985556183
Karakomik Filmler 2,"Komedi, Dram",2,1,0,1,0,114.0,1,3,2,1,UIP,2020,1,3,Winter,none,0,27,0,440817,12.996385102320378
Aşk Tesadüfleri Sever 2,"Dram, Romantik",2,1,0,1,0,125.0,1,2,1,1,CGV Mars,2020,1,5,Winter,none,0,27,0,400889,12.901439859990257
Biz Böyleyiz,Komedi,1,0,0,0,0,119.0,1,2,1,1,CJ ENM,2020,1,2,Winter,none,0,27,0,371925,12.826447500025443
Yırtıcı Kuşlar (Ve Muhteşem Harley Quinn),"Suç, Aksiyon",2,0,1,1,3,109.0,0,3,3,0,WB,2020,2,6,Winter,none,0,25,0,319721,12.675204019471831
Kirpi Sonic,"Macera, Animasyon, Aksiyon",3,0,1,1,0,100.0,0,2,3,0,UIP,2020,2,7,Winter,none,0,25,0,314198,12.657778639411024
Dolittle,"Komedi, Aile, Fantastik",3,0,1,0,0,102.0,0,3,4,0,UIP,2020,1,3,Winter,none,0,27,0,293337,12.589077397708156
Tenet,"Gerilim, Dram, Aksiyon, IMAX",4,0,0,0,3,150.0,1,3,4,0,WB,2020,8,35,Summer,none,0,4,1,242786,12.399935675879012
Kaptan Pengu ve Arkadaşları: Mandalina'nın Günlüğü,Animasyon,1,0,1,1,0,76.0,0,0,0,1,CJ ENM,2020,2,9,Winter,none,0,25,0,229960,12.345660659737227
Zengo,Komedi,1,0,0,0,0,97.0,1,2,1,1,CJ ENM,2020,3,10,Spring,none,0,9,1,175931,12.077847151695831
Kutup Köpekleri,Animasyon,1,0,1,0,0,92.0,1,3,3,0,CJ ENM,2020,1,4,Winter,none,0,27,0,136075,11.8209614833024
Bad Boys: Her Zaman Çılgın,"Komedi, Suç, Aksiyon",3,0,0,1,0,124.0,0,3,3,0,WB,2020,1,4,Winter,none,0,27,0,124875,11.735068515950855
Görünmez Adam,"Korku, Gerilim, Bilim-Kurgu",3,0,1,1,0,125.0,1,1,1,0,UIP,2020,2,9,Winter,none,0,25,0,98362,11.496409829592295
Vikingler: Büyük Macera,Animasyon,1,0,1,1,0,77.0,0,0,1,0,CGV Mars,2020,2,8,Winter,none,0,25,0,95041,11.46206365642664
Şahane Hayaller,Komedi,1,0,0,0,0,88.0,0,1,1,1,CGV Mars,2020,2,6,Winter,none,0,25,0,92130,11.430955902102978
Ağır Romantik,"Romantik-Komedi, Dram",2,0,0,0,3,97.0,0,1,1,1,CJ ENM,2020,2,7,Winter,none,0,25,0,84296,11.342089693279364
Derin Sular,"Korku, Gerilim, Dram, Aksiyon, Gizem",5,0,0,0,3,95.0,0,1,3,0,TME,2020,1,2,Winter,none,0,27,0,79167,11.279314824306176
Nasipse Olur,Romantik-Komedi,1,0,0,0,0,108.0,0,1,1,1,CGV Mars,2020,2,7,Winter,none,0,25,0,73279,11.20202935296669
The Gentlemen,"Suç, Aksiyon",2,0,0,0,0,113.0,1,3,2,0,CJ ENM,2020,2,7,Winter,none,0,25,0,68842,11.139569302779684
Bloodshot: Durdurulamaz Güç,"Fantastik, Dram, Aksiyon",3,0,1,1,3,104.0,0,3,2,0,WB,2020,3,11,Spring,none,0,9,1,62804,11.047774044695412
Ajanlar İş Başında,Animasyon,1,0,1,0,0,101.0,0,3,3,0,TME,2020,1,2,Winter,none,0,27,0,57927,10.966938876110648
Bıçaklar Çekildi,"Komedi, Suç",2,0,0,0,3,130.0,1,3,2,0,CGV Mars,2020,1,2,Winter,none,0,27,0,56987,10.95057845062929
Nuh Tepesi,Dram,1,0,0,0,3,109.0,0,2,0,1,CGV Mars,2020,3,10,Spring,none,0,9,1,53118,10.880271132839104
Feride,Komedi,1,0,0,0,0,103.0,0,1,1,1,CGV Mars,2020,1,4,Winter,none,0,27,0,46424,10.745571845870444
Kuzular Firarda: Uzay Parkı,"Macera, Komedi, Animasyon",3,0,1,1,0,86.0,0,1,2,0,Bir Film,2020,1,3,Winter,none,0,27,0,53747,10.892043130478765
Scoob!,"Komedi, Animasyon",2,0,1,1,0,93.0,0,2,3,0,WB,2020,9,38,Fall,none,0,10,1,43843,10.68837034993756
Hayal Adası,Korku,1,0,1,1,0,108.0,1,1,1,0,WB,2020,3,10,Spring,none,0,9,1,42793,10.66412981679203
Yarımada,"Gerilim, Aksiyon, IMAX",3,0,0,1,0,116.0,1,2,2,0,Bir Film,2020,10,40,Fall,none,0,14,1,40779,10.615922522003356
Maceracı Yüzgeçler: Büyük Gösteri,Animasyon,1,0,1,1,0,76.0,0,0,0,1,TME,2020,1,4,Winter,none,0,27,0,43384,10.677845988520897
Troller Dünya Turu,"Macera, Komedi, Animasyon, Müzikal, 3 Boyutlu",5,0,1,1,0,90.0,1,3,3,0,UIP,2020,10,40,Fall,none,0,14,1,37098,10.521318338786624
Efsunlu Ayin,Korku,1,0,0,0,0,92.0,0,0,0,1,CGV Mars,2020,2,8,Winter,none,0,25,0,33881,10.43060966426901
Aile Hükümeti,Komedi,1,0,0,0,0,103.0,0,1,1,1,CGV Mars,2020,10,41,Fall,none,0,14,1,33604,10.422400386484735
İki Gözüm Ahmet,"Dram, Biyografi",2,0,0,0,3,108.0,0,1,1,1,CJ ENM,2020,11,46,Fall,none,0,4,1,63230,11.05453415105266
Küçük Kadınlar,Dram,1,0,1,0,0,135.0,1,3,2,0,WB,2020,2,7,Winter,none,0,25,0,29405,10.288920006894056
Yeni Mutantlar,"Korku, Bilim-Kurgu, Aksiyon",3,0,1,1,0,93.0,1,2,3,0,UIP,2020,9,37,Fall,none,0,10,1,29324,10.286161572343476
Kiki: Lanet-i Cin,Korku,1,0,0,0,4,84.0,0,0,0,1,TME,2020,2,7,Winter,none,0,25,0,29005,10.275223507900163
Polaroid,"Korku, Gerilim, Gizem",3,0,1,0,0,88.0,0,1,1,0,CJ ENM,2020,10,42,Fall,none,0,14,1,26689,10.19200677448047
Süper Ajanlar,"Komedi, Animasyon, Aksiyon",3,0,0,0,0,90.0,1,2,2,0,CGV Mars,2020,2,6,Winter,none,0,25,0,31738,10.365269980122788
Mulan,"Macera, Aile, Dram, Aksiyon, 3 Boyutlu",5,0,1,1,0,115.0,1,3,4,0,UIP,2020,9,36,Fall,none,0,10,1,24307,10.098519653689262
Kabus Evi,"Korku, Gerilim",2,0,1,1,4,92.0,0,1,1,0,CJ ENM,2020,10,44,Fall,29_ekim,1,14,1,23656,10.071372061532314
Araf 4: Meryem,Korku,1,1,0,1,0,83.0,0,0,0,1,Bir Film,2020,3,11,Spring,none,0,9,1,23394,10.060234858210652
Kirpi Latte ve Büyülü Taş,Animasyon,1,0,1,0,0,82.0,0,0,1,0,Bir Film,2020,1,5,Winter,none,0,27,0,23998,10.085725772524334
Garez,Korku,1,0,1,1,0,94.0,0,1,1,0,TME,2020,2,8,Winter,none,0,25,0,20975,9.951086531335408
Judy,"Dram, Tarihi, Biyografi",3,0,1,0,0,118.0,0,3,1,0,Bir Film,2020,1,1,Winter,yilbasi,1,27,0,21044,9.954370762850695
Semur 2: Cinlerin Büyüsü,Korku,1,1,0,1,0,90.0,0,0,0,1,TME,2020,2,9,Winter,none,0,25,0,19607,9.88364192431542
L.O.L. Sürpriz! Beyazperdede,Aile,1,0,1,1,0,106.0,0,0,0,0,TME,2020,2,9,Winter,none,0,25,0,17846,9.789534672460096
Akıllı Balık,Animasyon,1,0,0,0,0,106.0,0,0,0,0,Özen,2020,2,7,Winter,none,0,25,0,17421,9.76543165404016
Cin Bebek 2,Korku,1,1,0,1,3,81.0,0,0,0,1,CJ ENM,2020,8,35,Summer,30_agustos,1,4,1,16486,9.710266814873172
Yeni Baştan,"Komedi, Dram",2,0,1,0,0,115.0,1,1,2,0,Başka S.,2020,2,7,Winter,none,0,25,0,17991,9.79762691183662
Dengesiz,"Gerilim, Aksiyon",2,0,0,0,4,90.0,0,3,2,0,CGV Mars,2020,10,43,Fall,none,0,14,1,15491,9.648014489106362
Acı Kiraz,Dram,1,0,0,0,0,94.0,1,1,1,1,CGV Mars,2020,2,9,Winter,none,0,25,0,15288,9.634823485920109
Tavşan Jojo,"Komedi, Dram, Savaş",3,0,1,0,3,108.0,1,3,2,0,TME,2020,1,5,Winter,none,0,27,0,15240,9.631678829240638
After Paramparça,"Dram, Romantik",2,0,1,1,0,105.0,1,1,2,0,ChF,2020,9,38,Fall,none,0,10,1,13835,9.534956892221029
Vahşetin Çağrısı,"Macera, Aile",2,0,1,0,0,100.0,1,3,3,0,TME,2020,2,8,Winter,none,0,25,0,13264,9.492808877375076
Ölü Nöbeti,Korku,1,0,0,0,0,90.0,0,0,0,0,Bir Film,2020,10,41,Fall,none,0,14,1,13228,9.490091074101684
Bedenimi Kaybettim,"Animasyon, Dram",2,0,1,0,2,81.0,0,0,1,0,Başka S.,2020,1,3,Winter,none,0,27,0,14443,9.577965147101168
Ormandaki Cadı,"Korku, Gerilim, Gizem",3,0,0,0,0,91.0,0,0,0,0,CJ ENM,2020,9,39,Fall,none,0,10,1,12769,9.454775637424682
47 Metre Derinde: Kafes,"Korku, Macera",2,0,0,1,3,90.0,1,1,2,0,Bir Film,2020,8,32,Summer,none,0,4,1,12400,9.425451751593128
Sefiller,Dram,1,0,0,0,0,103.0,0,0,1,0,Filmartı,2020,1,5,Winter,none,0,27,0,12223,9.411074701777263
Sabit Kanca: Son Soru,Komedi,1,0,0,1,0,101.0,0,0,0,1,TME,2020,3,10,Spring,none,0,9,1,11907,9.384881741451174
Hadi Gidelim,"Animasyon, 3 Boyutlu",2,0,0,0,0,103.0,1,3,4,0,UIP,2020,9,37,Fall,none,0,10,1,11747,9.371353167823884
Son Şaka,"Komedi, Aksiyon",2,0,0,0,0,94.0,0,0,1,1,CJ ENM,2020,11,45,Fall,none,0,4,1,15625,9.656627474604605
Bal Ülkesi,"Dram, Belgesel",2,0,0,0,0,86.0,0,0,0,0,Başka S.,2020,1,5,Winter,none,0,27,0,11374,9.339085327866744
Dürüst Hırsız,"Dram, Suç, Aksiyon",3,0,0,0,3,99.0,0,3,2,0,CGV Mars,2020,11,45,Fall,none,0,4,1,10110,9.221280312014516
Yabani,"Korku, Gerilim, Dram",3,0,0,0,3,90.0,0,0,0,0,CJ ENM,2020,1,1,Winter,yilbasi,1,27,0,9210,9.128045129249353
Y. Köyü Ye'cüc Me'cüc,Korku,1,0,0,0,3,90.0,0,0,0,1,Bir Film,2020,10,44,Fall,29_ekim,1,14,1,9142,9.12063445889169
Break the Silence: The Movie,"Belgesel, Konser, Müzik",3,0,0,1,0,95.0,1,3,1,0,CGV Mars,2020,9,37,Fall,none,0,10,1,8706,9.071767722112243
Resmi Sırlar,"Gerilim, Dram, Biyografi",3,0,1,0,3,112.0,1,2,1,0,CGV Mars,2020,1,1,Winter,yilbasi,1,27,0,8699,9.07096335550754
Oda,"Bilim-Kurgu, Dram, Gizem",3,0,0,0,3,100.0,0,1,1,0,CGV Mars,2020,8,34,Summer,none,0,4,1,8202,9.012133305952004
Pretoria'dan Kaçış,Gerilim,1,0,1,0,3,106.0,0,2,1,0,CGV Mars,2020,9,36,Fall,none,0,10,1,8158,9.006754319877503
It Must Be Heaven,Komedi,1,0,0,0,0,97.0,0,0,1,1,Başka S.,2020,2,8,Winter,none,0,25,0,9649,9.174609562020384
Mürit,"Korku, Gerilim, Dram",3,0,0,0,0,100.0,0,0,0,0,TME,2020,3,11,Spring,none,0,9,1,8013,8.98882050177807
Tamircikler Robotçuklara Karşı,Animasyon,1,0,0,1,0,86.0,0,0,1,0,Bir Film,2020,3,10,Spring,none,0,9,1,8896,9.093357016490364
Jexi,Komedi,1,0,0,0,3,84.0,0,2,1,0,CJ ENM,2020,2,9,Winter,none,0,25,0,7875,8.971448463693834
Barbarları Beklerken,Dram,1,0,1,0,3,112.0,0,3,2,0,CJ ENM,2020,10,41,Fall,none,0,14,1,7746,8.954931860074698
Davetsiz,Korku,1,0,0,0,0,95.0,0,0,0,0,CJ ENM,2020,9,36,Fall,none,0,10,1,7592,8.934850340289763
Elveda,"Komedi, Dram",2,0,1,0,2,100.0,0,2,1,0,Bir Film,2020,1,4,Winter,none,0,27,0,7891,8.973478148521036
Bay Link: Kayıp Efsane,"Macera, Komedi, Animasyon",3,0,0,0,0,93.0,0,2,3,0,CGV Mars,2020,10,43,Fall,none,0,14,1,7853,8.968650903374874
Sekiz Yüz,"Savaş, Aksiyon, IMAX",3,0,1,0,0,149.0,1,1,3,0,CGV Mars,2020,9,39,Fall,none,0,10,1,6689,8.808219665118408
Bizim Semtin Çocukları,"Macera, Komedi",2,0,0,0,0,95.0,1,0,0,1,CJ ENM,2020,10,40,Fall,none,0,14,1,6502,8.779865100863852
Gece Nöbeti,"Dram, Suç",2,0,0,0,3,90.0,0,0,0,0,CGV Mars,2020,8,32,Summer,none,0,4,1,6401,8.764209507142004
Tek Başına,Gerilim,1,0,1,0,0,98.0,0,0,0,0,CGV Mars,2020,10,42,Fall,none,0,14,1,6374,8.759982494977281
Karabasan,"Korku, Gerilim",2,0,0,0,4,77.0,0,0,0,0,CJ ENM,2020,2,6,Winter,none,0,25,0,6351,8.756367559802975
Hashtag,"Korku, Gerilim",2,0,0,0,0,90.0,0,0,0,1,CGV Mars,2020,10,44,Fall,29_ekim,1,14,1,6026,8.703838719690246
Karanlık Sular,"Dram, Tarihi, Biyografi",3,0,1,0,0,126.0,0,3,2,0,ChF,2020,2,6,Winter,none,0,25,0,5920,8.68609172787805
Saklı Gerçekler,Dram,1,0,0,0,0,106.0,0,2,1,0,Filmartı,2020,1,3,Winter,none,0,27,0,5676,8.644002038279933
Mendilim Kekik Kokuyor,Dram,1,0,0,0,0,107.0,0,0,0,1,CJ ENM,2020,3,10,Spring,none,0,9,1,5651,8.639587799629844
Mühr-ü Cin,Korku,1,0,0,0,3,65.0,0,0,0,1,MC,2020,1,4,Winter,none,0,27,0,5648,8.639056779173078
Gece Gelen: Cin Bebek,Korku,1,0,0,0,0,90.0,0,0,0,1,Özen,2020,1,1,Winter,yilbasi,1,27,0,5440,8.601534339849989
Masallardan Geriye Kalan,Romantik,1,0,0,0,0,98.0,0,2,1,1,Bir Film,2020,2,7,Winter,none,0,25,0,5420,8.597851094433691
Nasipse Adayız,"Komedi, Dram, Politik",3,0,1,0,0,105.0,0,1,1,1,Bir Film,2020,10,44,Fall,29_ekim,1,14,1,5879,8.679141958402255
Sıra Dışı,"Korku, Komedi",2,0,0,0,0,101.0,0,2,1,0,UIP,2020,11,46,Fall,none,0,4,1,5353,8.585412430393381
Kulübe,Gerilim,1,0,0,0,0,98.0,0,1,1,0,CJ ENM,2020,10,40,Fall,none,0,14,1,5351,8.585038738311304
Randıman,Komedi,1,0,0,0,0,100.0,0,1,0,1,Bir Film,2020,9,39,Fall,none,0,10,1,5311,8.577535420422398
Follow Me,"Korku, Gerilim",2,0,0,0,0,88.0,1,1,1,0,CGV Mars,2020,11,46,Fall,none,0,4,1,5056,8.528330935826693
Seberg,"Gerilim, Dram, Biyografi",3,0,1,0,0,102.0,0,3,1,0,Bir Film,2020,3,10,Spring,none,0,9,1,4750,8.465899897028686
Örümcek-Adam: Eve Dönüş Yok,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,0,148.0,1,3,4,0,WB,2021,12,50,Winter,none,0,10,0,2882960,14.874328102087937
Hızlı ve Öfkeli 9,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,1,0,1,3,145.0,1,3,4,0,UIP,2021,7,26,Summer,none,0,17,0,959767,13.77444582565225
Aykut Enişte 2,Komedi,1,1,0,1,0,119.0,1,2,1,1,CJ ENM,2021,12,48,Winter,none,0,10,0,930822,13.743823345713253
Venom: Zehirli Öfke 2,"Macera, Gerilim, Fantastik, Aksiyon, 3 Boyutlu, IMAX",6,1,1,1,0,90.0,0,3,3,0,WB,2021,10,41,Fall,none,0,18,0,670294,13.415471701090112
Âkif,"Tarihi, Biyografi",2,0,1,0,0,111.0,0,2,1,1,CGV Mars,2021,9,38,Fall,none,0,13,0,686839,13.439855191483518
Dune: Çöl Gezegeni,"Macera, Bilim-Kurgu, Dram, 3 Boyutlu, IMAX",5,0,1,1,3,155.0,1,3,4,0,WB,2021,10,42,Fall,none,0,18,0,627380,13.34930769664056
Dayı: Bir Adamın Hikâyesi,"Macera, Dram, Romantik",3,0,0,0,3,125.0,0,1,1,1,CGV Mars,2021,12,49,Winter,none,0,10,0,476644,13.074525159989774
Eternals,"Macera, Dram, Aksiyon, 3 Boyutlu",4,0,1,1,3,158.0,0,3,4,0,UIP,2021,11,44,Fall,none,0,21,0,379295,12.846069545412409
Black Widow,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu",4,0,1,1,3,133.0,0,3,4,0,UIP,2021,7,27,Summer,none,0,17,0,363589,12.803779387802528
Patron Bebek 2: Aile Şirketi,"Komedi, Animasyon, Aile",3,1,1,1,0,108.0,1,2,3,0,UIP,2021,9,37,Fall,none,0,13,0,331947,12.71273059660082
The Matrix Resurrections,"Bilim-Kurgu, Aksiyon",2,0,0,1,3,148.0,1,3,4,0,WB,2021,12,51,Winter,none,0,10,0,506162,13.1346120551327
Enkanto: Sihirli Dünya,"Animasyon, 3 Boyutlu",2,0,0,0,0,99.0,1,2,3,0,UIP,2021,11,47,Fall,none,0,21,0,343984,12.74835042364593
Luka,"Macera, Animasyon, Aile, 3 Boyutlu",4,0,0,0,0,100.0,0,2,3,0,UIP,2021,9,35,Fall,none,0,13,0,274133,12.521368669060882
Ölmek İçin Zaman Yok,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,3,163.0,0,3,4,0,UIP,2021,10,39,Fall,none,0,18,0,241243,12.393560003236232
Shang-Chi ve On Halka Efsanesi,"Macera, Aksiyon, 3 Boyutlu",3,0,1,1,3,132.0,0,2,4,0,UIP,2021,9,35,Fall,none,0,13,0,238024,12.3801267879057
Hep Yek 4: Bela Okuma Altan,Komedi,1,1,0,1,3,114.0,0,1,1,1,CGV Mars,2021,10,41,Fall,none,0,18,0,225012,12.32390901309772
Addams Ailesi 2,Animasyon,1,1,1,1,0,93.0,1,3,3,0,UIP,2021,11,45,Fall,none,0,21,0,212456,12.26649018708344
The Suicide Squad: İntihar Timi,"Macera, Komedi, Suç, Aksiyon",4,0,1,1,4,132.0,1,3,4,0,WB,2021,7,30,Summer,none,0,17,0,179607,12.098526409591823
İstanbul Muhafızları: Yüzyılın Muhafızları,"Macera, Animasyon, Aile",3,0,1,1,0,106.0,0,1,1,1,CJ ENM,2021,10,43,Fall,29_ekim,1,18,0,173052,12.061347406350071
Gerçek Kahraman,"Macera, Komedi, Aksiyon, 3 Boyutlu",4,0,0,0,0,115.0,1,3,3,0,UIP,2021,8,32,Summer,none,0,15,0,147837,11.903865594461829
Korku Seansı 3: Katil Şeytan,"Korku, Gizem, IMAX",3,1,1,1,0,112.0,0,3,2,0,WB,2021,7,27,Summer,none,0,17,0,134290,11.80775691957522
Arınma Gecesi: Sonsuza Dek,"Korku, Gerilim, Bilim-Kurgu, Aksiyon",4,0,0,1,4,103.0,0,2,2,0,UIP,2021,7,29,Summer,kurban_bayrami,1,17,0,127827,11.758433066217348
15/07 Şafak Vakti,"Dram, Savaş",2,0,0,0,0,95.0,0,1,1,1,CGV Mars,2021,7,28,Summer,15_temmuz,1,17,0,120706,11.701113115874977
Crood'lar 2: Yeni Bir Çağ,"Animasyon, 3 Boyutlu",2,1,0,1,0,95.0,0,3,3,0,UIP,2021,8,32,Summer,none,0,15,0,104760,11.559427298621648
İntikam Vakti,"Gerilim, Suç, Aksiyon, IMAX",4,0,1,0,0,118.0,1,3,2,0,CJ ENM,2021,11,47,Fall,none,0,21,0,104293,11.554959524642651
Maşa ile Koca Ayı 4,Animasyon,1,1,1,1,0,106.0,1,1,1,0,CJ ENM,2021,12,50,Winter,none,0,10,0,135197,11.814488252995702
Sessiz Bir Yer 2,"Korku, Gerilim, IMAX",3,1,0,1,0,97.0,1,3,2,0,UIP,2021,7,28,Summer,15_temmuz,1,17,0,98765,11.5004985699621
Robot Ron Bir Sorun Var,"Animasyon, 3 Boyutlu",2,0,0,0,0,107.0,1,2,3,0,UIP,2021,10,42,Fall,none,0,18,0,95368,11.465498371397835
Hayalet Avcıları: Öteki Dünya,"Komedi, Fantastik, Aksiyon",3,0,1,1,0,124.0,0,3,3,0,WB,2021,11,46,Fall,none,0,21,0,84282,11.341923598058964
Jungle Cruise,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,1,0,0,128.0,0,3,4,0,UIP,2021,7,30,Summer,none,0,17,0,84155,11.340415615560266
Paw Patrol Filmi,Animasyon,1,0,1,1,0,88.0,0,2,2,0,UIP,2021,8,33,Summer,none,0,15,0,80194,11.292203978088397
Gucci Ailesi,"Gerilim, Dram, Suç",3,0,1,0,0,163.0,1,3,3,0,UIP,2021,11,47,Fall,none,0,21,0,78165,11.266577256011423
Spirit Özgür Ruh,"Macera, Animasyon, Aile",3,0,1,1,0,87.0,0,2,2,0,UIP,2021,7,28,Summer,15_temmuz,1,17,0,76444,11.244313725608873
Resident Evil: Raccoon Şehri,"Korku, Aksiyon, Gizem",3,0,1,1,0,107.0,0,2,2,0,WB,2021,12,48,Winter,none,0,10,0,69115,11.143527062898457
Ölümcül Labirent: Şampiyonlar Turnuvası,"Korku, Gerilim, Gizem",3,0,0,1,3,85.0,0,1,1,0,WB,2021,9,37,Fall,none,0,13,0,68584,11.135814550358592
Space Jam: Yeni Efsane,"Macera, Aksiyon, IMAX",3,0,1,1,0,116.0,1,3,4,0,WB,2021,7,28,Summer,15_temmuz,1,17,0,64298,11.071283805542896
Hababam Sınıfı Yaz Oyunları,Komedi,1,0,1,1,0,103.0,0,2,1,1,CGV Mars,2021,7,26,Summer,none,0,17,0,61207,11.022016841044596
Zamanda Tutsak,"Gerilim, Dram",2,0,1,0,0,121.0,1,2,2,0,UIP,2021,8,32,Summer,none,0,15,0,60780,11.015016066470784
Clifford Büyük Kırmızı Köpek,"Animasyon, Aile, Fantastik",3,0,1,1,0,97.0,1,2,3,0,UIP,2021,12,48,Winter,none,0,10,0,61947,11.034034459734585
Spiral: Testere Devam Ediyor,Korku,1,1,0,1,4,93.0,1,3,2,0,Bir Film,2021,8,33,Summer,none,0,15,0,56948,10.949893849733636
Nefesini Tut 2,"Korku, Gerilim",2,1,0,1,4,98.0,0,1,2,0,WB,2021,10,39,Fall,none,0,18,0,52934,10.876801133506191
Spencer,"Dram, Biyografi",2,0,0,0,0,110.0,0,3,2,0,CJ ENM,2021,11,46,Fall,none,0,21,0,48532,10.789978653171763
Peter Rabbit: Kaçak Tavşan,"Macera, Komedi, Animasyon",3,0,1,1,0,93.0,1,3,2,0,WB,2021,10,40,Fall,none,0,18,0,47373,10.765807725134753
4N1K Düğün,"Romantik-Komedi, Gençlik",2,0,1,1,0,89.0,0,2,1,1,CJ ENM,2021,11,45,Fall,none,0,21,0,46698,10.751456616187443
Kuklalı Köşk 2: Orman Kâşifi,"Komedi, Animasyon, Aile",3,1,0,1,0,73.0,0,0,0,1,CJ ENM,2021,12,48,Winter,none,0,10,0,48421,10.78768888290167
Korku Kapanı: Başlangıç,"Korku, Gerilim",2,0,0,1,4,110.0,0,1,1,0,Bir Film,2021,9,38,Fall,none,0,13,0,51003,10.83963973350584
Zihin Gezgini,"Gerilim, Bilim-Kurgu, IMAX, Romantik",4,0,0,0,0,116.0,0,3,3,0,WB,2021,8,33,Summer,none,0,15,0,42295,10.652424154738116
Seni Bulacam Oğlum!,Komedi,1,0,0,0,3,118.0,0,1,0,1,TME,2021,11,45,Fall,none,0,21,0,40063,10.598208494084364
Sir-Ayet: Ölü Doğan,Korku,1,0,0,1,3,87.0,0,0,0,1,CGV Mars,2021,9,36,Fall,none,0,13,0,37788,10.539746870889026
Cruella,Komedi,1,0,1,1,0,134.0,0,3,3,0,UIP,2021,7,26,Summer,none,0,17,0,34624,10.452302362206153
Blackpink: The Movie,"Belgesel, Müzik",2,0,0,1,0,100.0,0,3,1,0,CGV Mars,2021,8,31,Summer,none,0,15,0,34529,10.449554829640324
Habis,Korku,1,0,0,0,4,111.0,1,2,2,0,WB,2021,9,35,Fall,none,0,13,0,31225,10.34897433499378
Kırmızı Pabuçlar ve Yedi Cüceler,"Macera, Animasyon, 3 Boyutlu",3,0,1,0,0,92.0,0,2,2,0,Bir Film,2021,11,45,Fall,none,0,21,0,31270,10.350414450451886
Snake Eyes: G.I. Joe Origins,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,3,121.0,1,2,3,0,UIP,2021,8,31,Summer,none,0,15,0,28772,10.267157970987247
Baba,Dram,1,0,1,0,0,97.0,0,3,1,0,Bir Film,2021,9,37,Fall,none,0,13,0,28707,10.264896274447372
Bize Müsaade,Komedi,1,0,0,0,0,110.0,0,1,0,1,CGV Mars,2021,7,30,Summer,none,0,17,0,27675,10.228284757576835
İnsanlar İkiye Ayrılır,Dram,1,0,0,0,3,101.0,0,2,1,1,Bir Film,2021,9,36,Fall,none,0,13,0,28927,10.272530694010324
Dün Gece Soho'da,"Korku, Gerilim, Dram",3,0,0,0,0,117.0,1,2,2,0,UIP,2021,11,45,Fall,none,0,21,0,26126,10.17068626604651
Cadılar Bayramı Öldürür,"Korku, Gerilim",2,0,1,1,4,106.0,1,3,2,0,UIP,2021,10,41,Fall,none,0,18,0,24299,10.098190476218488
Demon Slayer: Mugen Treni,"Macera, Animasyon, Aksiyon",3,0,1,1,0,117.0,1,2,2,0,CGV Mars,2021,8,33,Summer,none,0,15,0,23853,10.079665274569594
Lain,Korku,1,0,0,0,3,90.0,0,0,0,1,Bir Film,2021,12,49,Winter,none,0,10,0,25637,10.151791899508838
Fransız Postası,"Komedi, Dram, Romantik",3,0,0,0,0,107.0,1,3,2,0,UIP,2021,12,48,Winter,none,0,10,0,22480,10.020381304007628
Şeker Adamın Laneti,"Korku, Gerilim, Gizem",3,0,1,1,4,91.0,1,2,2,0,UIP,2021,8,34,Summer,30_agustos,1,15,0,21893,9.993922230007335
Turu ve Sirk Maceraları,Animasyon,1,0,0,0,0,80.0,0,0,1,0,CGV Mars,2021,11,44,Fall,none,0,21,0,22913,10.039459714059342
Suveydâ,Tarihi,1,0,0,0,0,89.0,0,1,0,1,SİSAY,2021,9,36,Fall,none,0,13,0,21515,9.9765056452727
